anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative,anchor,positive,negative
109235,104227,132455,Rock,Rock,Folk,16953,16354,19953,18988,18401,21701,"[25, 12, 111]","[12, 85]","[17, 103]"
31999,83790,145750,Rock,Rock,Hip-Hop,6690,14152,21776,7920,16205,16031,"[66, 12]","[101, 12, 109, 25, 31]",[21]
108505,122088,114266,Rock,Rock,Hip-Hop,16875,18501,17607,18884,13262,18587,"[25, 26, 12, 109]","[66, 12, 85]","[811, 21]"
45475,130692,24421,Rock,Rock,Hip-Hop,8839,19678,5347,10463,21524,6274,"[440, 12]","[70, 167, 12, 314, 31]",[21]
130682,3721,141179,Rock,Rock,Pop,19679,930,21227,19741,876,22538,"[25, 12]","[58, 45, 12, 53]","[10, 362]"
128711,126668,59673,Rock,Rock,International,19412,19146,10955,21203,21027,12844,"[88, 12, 85]","[66, 12]","[2, 118]"
71622,136094,134610,Rock,Rock,Hip-Hop,12688,20445,20206,3231,22020,21888,"[12, 31]","[89, 12, 25, 111]",[21]
73193,72064,43857,Rock,Rock,Hip-Hop,12972,12767,8608,14775,14668,10230,"[25, 12, 85]",[12],"[811, 21]"
66534,143989,38894,Rock,Rock,Experimental,11946,21553,7762,10027,22963,9279,"[404, 27, 12, 85]","[25, 66, 12]","[38, 125, 30]"
37725,107390,133837,Rock,Rock,International,7572,16717,20104,453,18754,21844,"[58, 12]","[101, 12, 109, 25, 31]","[2, 86]"
143217,121415,85834,Rock,Rock,Electronic,21489,18428,14467,22790,20310,11574,"[66, 12, 98]","[66, 12, 359]","[400, 42, 182, 15]"
72287,135370,148120,Rock,Rock,Instrumental,12838,20311,22086,14695,21958,23539,"[25, 12, 111]","[66, 12, 98]","[18, 1235]"
96935,119715,10386,Rock,Rock,Folk,15726,18271,2547,17496,4925,77,"[25, 12, 109]","[58, 12]",[17]
50446,48763,125190,Rock,Rock,Folk,9545,9325,18930,11374,281,9765,"[25, 12]","[26, 36, 12, 113, 58]","[17, 103]"
129093,114412,55480,Rock,Rock,Experimental,19471,17631,10309,1860,19498,12150,"[404, 12, 85]","[26, 12]","[32, 38]"
111311,66538,11234,Rock,Rock,Experimental,17208,11946,2756,13966,10027,2240,"[58, 45, 12, 53]","[404, 27, 12, 85]","[32, 1, 38]"
137417,114198,200,Rock,Rock,Folk,20639,17599,84,22156,19470,127,"[25, 66, 12, 111]","[12, 31]",[17]
138319,142949,113024,Rock,Rock,Pop,20786,21444,17420,22240,22765,5673,"[88, 25, 12, 111]","[25, 12, 85, 111]","[10, 76]"
18197,126295,125722,Rock,Rock,Pop,4118,19088,19004,4925,20985,20941,"[58, 12]","[26, 12, 66, 359]","[362, 10]"
59373,59562,122632,Rock,Rock,Instrumental,10894,10932,18566,12802,12833,20521,"[25, 12, 85, 404]","[89, 25, 12]","[18, 1235]"
136054,4780,84483,Rock,Rock,Electronic,20438,1671,14269,22017,823,15307,"[26, 12, 66]",[12],"[297, 491, 468, 15]"
10675,49812,6679,Rock,Rock,Experimental,2640,9460,1883,2630,11298,1771,"[12, 70]","[25, 12, 109]","[32, 38]"
55719,108925,120782,Rock,Rock,Experimental,10331,16911,18374,12166,18943,19948,"[26, 12]","[25, 12, 85]","[1, 38, 41]"
75221,142950,62448,Rock,Rock,Pop,13233,21444,11372,15248,22765,13262,"[12, 45, 31]","[25, 12, 85, 111]",[10]
140043,3833,71249,Rock,Rock,Hip-Hop,21079,572,12639,22409,190,14544,"[404, 27, 12, 85]",[12],"[100, 21]"
139770,56929,129683,Rock,Rock,Folk,21031,10515,19543,22388,12354,9765,"[25, 12, 109]","[25, 12, 71]","[17, 103]"
106563,125432,129918,Rock,Rock,Hip-Hop,16604,18965,19576,18269,20902,21421,"[404, 314, 12, 85]","[12, 85]","[539, 21]"
122086,137418,100835,Rock,Rock,Electronic,18501,20639,16140,13262,22156,17965,"[66, 12, 85]","[25, 66, 12, 111]","[42, 236, 15]"
44917,118384,41570,Rock,Rock,Folk,8723,18142,8198,10382,17344,9785,"[58, 12, 85]","[25, 12, 85]","[17, 103]"
133772,122077,136928,Rock,Rock,Experimental,20094,18501,20559,19770,13262,21345,"[25, 12]","[66, 12, 85]","[32, 38, 47]"
66536,73521,127287,Rock,Rock,Pop,11946,13012,19243,10027,14958,21078,"[404, 27, 12, 85]","[25, 12, 109]",[10]
8208,106566,121591,Rock,Rock,Pop,2156,16604,18449,2252,18269,20325,[12],"[404, 314, 12, 85]",[10]
143215,26639,20374,Rock,Rock,Instrumental,21489,5793,4598,22790,6742,129,"[66, 12, 98]","[404, 58, 12, 85]","[18, 1235]"
115762,1270,114375,Rock,Rock,Instrumental,17801,334,17627,19691,221,19495,"[12, 31]","[25, 12]","[107, 1235]"
140421,40940,154308,Rock,Rock,Hip-Hop,21128,8103,22780,22477,5905,23208,"[66, 12]","[25, 12, 111]","[811, 539, 21]"
38522,122084,123965,Rock,Rock,Hip-Hop,7717,18501,18752,9191,13262,20707,"[88, 25, 12]","[66, 12, 85]","[539, 21]"
68404,108036,114385,Rock,Rock,Electronic,12228,16755,17629,14098,18780,19496,"[25, 12]","[25, 66, 12, 109]","[468, 15]"
4780,145610,98576,Rock,Rock,Hip-Hop,1671,21755,15949,823,23198,15196,[12],"[101, 12, 109, 45, 25, 31]","[539, 21]"
40133,108297,123487,Rock,Rock,Instrumental,7966,16842,18676,9448,16025,20655,"[361, 12, 45, 109, 53, 25, 90, 31]","[58, 12]","[18, 1235]"
122400,106566,143237,Rock,Rock,Pop,18530,16604,21306,20481,18269,22090,"[404, 12, 85]","[404, 314, 12, 85]","[10, 76]"
121257,108504,55241,Rock,Rock,International,18408,16875,10291,14795,18884,9169,[12],"[25, 26, 12, 109]","[2, 79]"
108038,107799,144216,Rock,Rock,Hip-Hop,16812,16782,21564,18817,18795,16031,"[26, 12, 31]","[98, 12]",[21]
99437,50449,107910,Rock,Rock,Electronic,16060,9545,16791,17172,11374,17927,"[404, 12, 85]","[25, 12]","[400, 42, 182, 15]"
55712,84743,30058,Rock,Rock,Hip-Hop,10331,14296,6391,12166,16366,7473,"[26, 12]","[25, 12, 45, 31]",[21]
112066,114430,108423,Rock,Rock,Electronic,17297,17633,16862,16689,8370,18761,"[66, 12, 31]","[66, 12]","[181, 182, 15]"
66537,114397,67011,Rock,Rock,Folk,11946,17630,12017,10027,19498,559,"[404, 27, 12, 85]","[26, 12]",[17]
55710,71711,76078,Rock,Rock,International,10331,12699,13312,12166,5309,15393,"[26, 12]","[25, 45, 12, 53]","[2, 130]"
75221,129091,107128,Rock,Rock,Electronic,13233,19471,16686,15248,1860,18732,"[12, 45, 31]","[404, 12, 85]","[468, 286, 15]"
49812,96408,127182,Rock,Rock,Pop,9460,15555,19225,11298,17534,15469,"[25, 12, 109]","[66, 12]",[10]
40903,91205,145743,Rock,Rock,Hip-Hop,8098,15106,21775,7501,5911,18872,[12],"[66, 12]",[21]
62458,109356,127206,Rock,Rock,Pop,11355,16970,19228,13262,15300,21070,"[25, 66, 12, 111]","[66, 12, 89, 27, 25]",[10]
108298,137593,24424,Rock,Rock,Hip-Hop,16842,20665,5347,16025,22178,6274,"[58, 12]","[101, 12, 109, 25, 31]",[21]
122083,110982,6857,Rock,Rock,Folk,18501,17168,2041,13262,19115,16207,"[66, 12, 85]","[26, 12, 98]","[33, 17]"
94101,86441,147126,Rock,Rock,Instrumental,15461,14556,21790,17370,16606,23212,"[66, 359, 12, 111, 25]","[25, 12, 109]","[107, 18, 1235]"
127339,825,109925,Rock,Rock,Electronic,19251,229,17034,7410,156,19034,"[26, 12, 36, 98]","[58, 66, 12, 45]","[185, 236, 695, 15]"
9550,121867,123505,Rock,Rock,Electronic,2350,18484,18679,1917,20359,6225,[12],"[25, 12, 85, 111]","[240, 297, 15]"
54624,137426,74372,Rock,Rock,Experimental,10219,20639,13141,12023,22156,15116,"[101, 12, 113, 26, 31]","[25, 66, 12, 111]","[16, 38, 763, 6]"
106953,123273,14581,Rock,Rock,Instrumental,16654,18647,3371,13017,20629,129,"[167, 12, 31]","[98, 12]","[18, 1235]"
126672,95249,4510,Rock,Rock,International,19146,15451,2042,21027,7491,1423,"[66, 12]","[25, 12, 111]","[2, 77]"
148537,111982,12552,Rock,Rock,Pop,22147,17286,3012,20693,13052,1767,"[26, 12]","[71, 12, 45, 53, 25]","[10, 76]"
111982,18611,123000,Rock,Rock,Electronic,17286,4121,18613,13052,4925,19102,"[71, 12, 45, 53, 25]","[58, 12]","[400, 468, 182, 15]"
84757,107388,60549,Rock,Rock,International,14309,16717,11077,11235,18754,1835,"[26, 12, 359]","[101, 12, 109, 25, 31]","[2, 118]"
23041,131553,10,Rock,Rock,Pop,5046,19818,6,4449,21464,6,"[89, 25, 12]","[12, 109, 439, 25, 31]",[10]
6519,127339,11234,Rock,Rock,Experimental,2002,19251,2756,1844,7410,2240,[12],"[26, 12, 36, 98]","[32, 1, 38]"
109356,9560,84200,Rock,Rock,Electronic,16970,2350,14215,15300,1917,2008,"[66, 12, 89, 27, 25]",[12],"[184, 42, 15]"
121256,110634,82890,Rock,Rock,Experimental,18408,17127,14057,14795,18163,16066,[12],"[113, 58, 26, 12]","[224, 38]"
42044,4835,122807,Rock,Rock,Pop,8258,1433,18584,9947,1119,20544,"[12, 31]",[12],"[10, 76]"
121869,86443,57665,Rock,Rock,International,18484,14556,10585,20359,16606,12499,"[25, 12, 85, 111]","[25, 12, 109]","[2, 92]"
14738,113311,136465,Rock,Rock,Hip-Hop,3430,17463,20500,4120,7201,14456,[12],"[12, 85]",[21]
66717,145257,11775,Rock,Rock,Hip-Hop,11975,21687,2898,13904,23152,3089,"[89, 25, 12, 71]","[64, 66, 12, 88, 25]",[21]
117885,91459,26026,Rock,Rock,Hip-Hop,18093,15138,4918,19909,17055,4454,"[25, 66, 12, 111]","[89, 12, 25, 111]",[21]
109468,122685,64008,Rock,Rock,Pop,16984,18570,11553,19011,17997,8375,"[25, 12, 85, 111]","[89, 26, 12, 25]",[10]
87363,126676,102112,Rock,Rock,Experimental,14704,19146,16213,4202,21027,18244,"[98, 26, 12, 113, 89, 58, 25]","[66, 12]","[38, 32, 22]"
121570,112066,28375,Rock,Rock,Experimental,18447,17297,6114,14419,16689,7135,"[25, 12, 85]","[66, 12, 31]",[38]
68404,129090,140623,Rock,Rock,Hip-Hop,12228,19471,21155,14098,1860,16031,"[25, 12]","[404, 12, 85]",[21]
124394,1040,125617,Rock,Rock,Instrumental,18799,280,18985,20763,190,19461,"[26, 12, 98]","[45, 12, 53]","[18, 1235]"
9559,13325,131902,Rock,Rock,Folk,2350,3170,19867,1917,3228,21616,[12],[12],[17]
119257,110982,116457,Rock,Rock,Folk,18241,17168,17927,1810,19115,19810,"[66, 12]","[26, 12, 98]",[17]
143319,85816,126217,Rock,Rock,Instrumental,21509,14465,19078,21127,16512,19461,"[12, 101, 31]","[64, 25, 12, 85]","[18, 1235]"
107506,145610,55123,Rock,Rock,Hip-Hop,16739,21755,10278,18772,23198,12085,"[89, 25, 12, 109]","[101, 12, 109, 45, 25, 31]","[811, 539, 580, 21]"
126671,50444,78833,Rock,Rock,Hip-Hop,19146,9545,13583,21027,11374,15601,"[66, 12]","[25, 12]","[83, 100, 21]"
3763,14738,48862,Rock,Rock,Experimental,636,3430,9335,921,4120,10154,"[26, 12]",[12],"[456, 250, 38]"
114406,55715,85966,Rock,Rock,Folk,17630,10331,14490,19498,12166,16526,"[26, 12]","[26, 12]","[33, 17]"
126294,108962,141288,Rock,Rock,Instrumental,19088,16914,21242,20985,18947,22551,"[26, 12, 66, 359]","[88, 66, 12]","[107, 18, 1235]"
141877,86761,134928,Rock,Rock,International,21296,14588,20263,22584,15106,19607,"[31, 12, 167]","[26, 12]","[1032, 2, 102]"
129968,131553,127911,Rock,Rock,Pop,19582,19818,19324,19164,21464,21124,[12],"[12, 109, 439, 25, 31]",[10]
4835,149417,120171,Rock,Rock,Experimental,1433,22277,18322,1119,22128,19591,[12],"[440, 25, 12]","[16, 38, 763, 6]"
54625,4782,47658,Rock,Rock,Electronic,10219,1671,9133,12023,823,10902,"[101, 12, 113, 26, 31]",[12],"[468, 181, 182, 15]"
90639,114403,116448,Rock,Rock,Folk,15019,17630,17927,16989,19498,19810,"[66, 12, 88, 89, 25]","[26, 12]",[17]
145780,1040,142574,Rock,Rock,International,21781,280,21405,23203,190,22685,"[25, 12, 85, 111]","[45, 12, 53]","[2, 46, 502]"
104062,70403,7381,Rock,Rock,Experimental,16332,12512,1685,18387,14410,10,"[12, 70]","[26, 12]","[38, 22]"
28266,145608,73372,Rock,Rock,Electronic,6098,21755,12984,1655,23198,8538,"[66, 12, 36]","[101, 12, 109, 45, 25, 31]","[42, 495, 15]"
13666,98297,71247,Rock,Rock,Hip-Hop,3221,15555,12639,3736,17534,14544,[12],"[66, 12]","[100, 21]"
136091,63191,97794,Rock,Rock,Experimental,20445,11453,15836,22020,13337,17879,"[89, 12, 25, 111]",[12],"[32, 250, 38, 456]"
86417,49441,16340,Rock,Rock,Pop,14552,9411,1888,16597,11209,1762,"[31, 12, 167]","[89, 12, 25]",[10]
105144,135365,853,Rock,Rock,International,16446,20311,235,11578,21958,162,"[12, 70, 31]","[66, 12, 98]",[2]
149452,122397,81485,Rock,Rock,Instrumental,22283,18530,13914,23670,20481,7168,"[12, 70]","[404, 12, 85]","[18, 1235]"
143217,690,44169,Rock,Rock,Experimental,21489,192,8653,22790,137,10267,"[66, 12, 98]",[12],"[32, 250, 38]"
99441,83791,1925,Rock,Rock,Folk,16060,14152,486,17172,16205,312,"[404, 12, 85]","[101, 12, 109, 25, 31]",[17]
131553,122084,24218,Rock,Rock,Experimental,19818,18501,5320,21464,13262,6234,"[12, 109, 439, 25, 31]","[66, 12, 85]","[514, 38]"
14745,142948,115263,Rock,Rock,International,3430,21444,17752,4120,22765,13021,[12],"[25, 12, 85, 111]","[2, 118, 130]"
135375,138317,67763,Rock,Rock,Folk,20311,20786,12137,21958,22240,2312,"[66, 12, 98]","[88, 25, 12, 111]",[17]
41961,86443,4235,Rock,Rock,International,8254,14556,760,9884,16606,1259,"[58, 12, 98]","[25, 12, 109]","[2, 92, 102]"
67556,59876,129674,Rock,Rock,Hip-Hop,12101,10984,19541,14024,12867,17125,"[98, 12]",[12],[21]
147956,36481,56795,Rock,Rock,Electronic,22055,7439,10484,21705,8722,7168,"[66, 12, 89, 314, 25]","[66, 12]",[15]
136706,10668,108300,Rock,Rock,Folk,20532,2640,16843,22091,2630,18841,"[404, 27, 12, 85]","[12, 70]",[17]
74671,112735,77519,Rock,Rock,Experimental,13179,17382,13456,10990,19287,14774,"[98, 26, 12, 113, 58]","[27, 12, 45, 31]","[224, 1, 38]"
93867,18197,100549,Rock,Rock,Electronic,15428,4118,16114,17344,4925,17128,"[58, 85, 12, 66]","[58, 12]","[184, 42, 15]"
114414,126672,24216,Rock,Rock,Experimental,17631,19146,5320,19498,21027,6234,"[26, 12]","[66, 12]","[514, 38]"
61821,41095,140788,Rock,Rock,Folk,11234,8136,21171,13158,9651,10154,"[98, 361, 12, 109, 25]","[404, 66, 12, 85]","[33, 17, 94]"
118384,124461,30636,Rock,Rock,Experimental,18142,18812,6460,17344,20739,868,"[25, 12, 85]","[12, 45, 53, 90, 31]","[32, 1, 125, 38]"
6788,114399,61452,Rock,Rock,Hip-Hop,1433,17630,11177,1119,19498,12085,[12],"[26, 12]",[21]
124996,114200,3270,Rock,Rock,Folk,18891,17599,1705,12676,19470,417,"[12, 109, 404, 85, 89, 25]","[12, 31]",[17]
108298,63470,62448,Rock,Rock,Pop,16842,11112,11372,16025,13017,13262,"[58, 12]","[167, 12, 31]",[10]
16995,113822,52644,Rock,Rock,Electronic,3865,17540,9869,4656,19436,11679,"[27, 12]","[66, 12]","[181, 15]"
96400,21859,129879,Rock,Rock,International,15654,4817,19574,17630,5790,21420,"[12, 31]","[66, 12]","[2, 79]"
130689,57658,6406,Rock,Rock,Folk,19678,10612,1991,21524,9123,1061,"[70, 167, 12, 314, 31]","[66, 12, 111, 85, 25]","[33, 17]"
108992,136275,123504,Rock,Rock,Electronic,16918,20468,18679,18953,4368,20658,"[88, 12]","[12, 85]","[240, 297, 15]"
98297,106872,69181,Rock,Rock,Pop,15555,16637,12274,17534,17370,14160,"[66, 12]","[25, 66, 12, 111]","[10, 76]"
105145,129972,83718,Rock,Rock,Hip-Hop,16446,19582,14145,16670,19164,7473,"[12, 70, 31]","[66, 12]",[21]
112317,62458,88868,Rock,Rock,Folk,17338,11355,5114,11018,13262,3228,"[98, 12, 31]","[25, 66, 12, 111]",[17]
122084,86441,62533,Rock,Rock,International,18501,14556,7685,13262,16606,9160,"[66, 12, 85]","[25, 12, 109]","[2, 602, 79]"
3724,46024,138020,Rock,Rock,Instrumental,930,8877,20743,876,2915,22217,"[58, 45, 12, 53]","[89, 12, 85, 25]","[18, 1235]"
125551,117883,71175,Rock,Rock,Hip-Hop,18978,18093,12630,20913,19909,11213,"[12, 45, 53, 25, 26]","[25, 66, 12, 111]","[811, 21]"
86761,95309,69196,Rock,Rock,Electronic,14588,15555,12330,15106,17534,14210,"[26, 12]","[66, 12]","[296, 400, 182, 15]"
106563,111658,96731,Rock,Rock,Folk,16604,13316,15701,18269,13523,17701,"[404, 314, 12, 85]","[88, 66, 12, 85]","[17, 103]"
138060,106876,105824,Rock,Rock,Hip-Hop,20748,16637,16526,22222,17370,18584,"[66, 12]","[25, 66, 12, 111]","[100, 21]"
138061,137715,29721,Rock,Rock,Hip-Hop,20748,20690,6344,22222,1860,7391,"[66, 12]","[404, 12, 85]","[21, 542]"
35541,96759,122001,Rock,Rock,Experimental,7319,15705,18495,5911,17704,20389,[12],"[89, 12, 25]","[41, 38]"
125776,118327,74362,Rock,Rock,Electronic,19015,18136,13137,17172,20023,15109,"[404, 12, 85]","[45, 12, 53, 31]","[468, 15]"
14734,108968,93716,Rock,Rock,Folk,3430,16915,15415,4120,18948,17341,[12],"[64, 25, 314, 12]",[17]
136094,114413,22097,Rock,Rock,Pop,20445,17631,4879,22020,19498,5847,"[89, 12, 25, 111]","[26, 12]",[10]
133272,114400,3533,Rock,Rock,Pop,20043,17630,920,21772,19498,610,"[26, 12]","[26, 12]","[10, 76]"
112317,125774,49478,Rock,Rock,Hip-Hop,17338,19015,9417,11018,17172,11217,"[98, 12, 31]","[404, 12, 85]",[21]
111974,106570,131941,Rock,Rock,International,17289,16604,19874,19211,18269,21620,"[25, 12, 85]","[404, 314, 12, 85]","[2, 118, 102]"
137418,35541,5264,Rock,Rock,Hip-Hop,20639,7319,1132,22156,5911,618,"[25, 66, 12, 111]",[12],[21]
14744,71371,124485,Rock,Rock,Pop,3430,12653,18815,4120,14555,6337,[12],"[25, 12]","[10, 76]"
136404,114401,39659,Rock,Rock,Pop,20488,17630,7887,22051,19498,9409,"[25, 12, 31]","[26, 12]","[10, 76]"
122088,255,11199,Rock,Rock,Pop,18501,100,2749,13262,80,2880,"[66, 12, 85]",[12],[10]
97887,58540,29747,Rock,Rock,Experimental,15849,10796,6350,17885,12721,7409,"[25, 12, 109]",[12],"[38, 360, 6]"
125002,108992,26013,Rock,Rock,Hip-Hop,18891,16918,4918,12676,18953,4454,"[12, 109, 404, 85, 89, 25]","[88, 12]",[21]
137715,75785,55480,Rock,Rock,Experimental,20690,13290,10309,1860,15310,12150,"[404, 12, 85]",[12],"[32, 38]"
108968,993,31040,Rock,Rock,Electronic,16915,252,6518,18948,175,7688,"[64, 25, 314, 12]",[12],[15]
107390,54735,145476,Rock,Rock,Instrumental,16717,10238,21737,18754,12039,19472,"[101, 12, 109, 25, 31]","[89, 25, 12]",[1235]
122685,14739,47894,Rock,Rock,Pop,18570,3430,9197,17997,4120,2176,"[89, 26, 12, 25]",[12],[10]
35539,114201,142517,Rock,Rock,Folk,7319,17599,21396,5911,19470,22678,[12],"[12, 31]",[17]
9560,92868,50323,Rock,Rock,Folk,2350,15335,9521,1917,17253,11364,[12],"[25, 12, 109]","[17, 94]"
22093,142563,67361,Rock,Rock,Pop,4879,21403,12066,3228,22683,13993,[12],"[88, 89, 12, 25]","[10, 76]"
137593,126675,27177,Rock,Rock,Electronic,20665,19146,5870,22178,21027,6890,"[101, 12, 109, 25, 31]","[66, 12]","[183, 15]"
29807,55709,54481,Rock,Rock,International,6365,10331,10192,7425,12166,11992,"[89, 25, 12, 71]","[26, 12]","[2, 79]"
32021,137998,144940,Rock,Rock,Pop,6692,20737,21626,3676,22212,23102,"[12, 85]","[31, 12, 167]",[10]
119257,123832,122357,Rock,Rock,Folk,18241,18734,18525,1810,20691,20475,"[66, 12]","[88, 12]","[17, 103]"
137721,137716,145749,Rock,Rock,Hip-Hop,20690,20690,21776,1860,1860,16031,"[404, 12, 85]","[404, 12, 85]",[21]
29813,60736,84486,Rock,Rock,Electronic,6365,11111,14269,7425,13016,15307,"[89, 25, 12, 71]","[25, 12, 85, 404]","[297, 491, 468, 15]"
26638,126669,75310,Rock,Rock,Pop,5793,19146,13242,6742,21027,15256,"[404, 58, 12, 85]","[66, 12]","[10, 76]"
37147,84757,64995,Rock,Rock,Hip-Hop,7504,14309,11726,8895,11235,13533,"[12, 31]","[26, 12, 359]","[811, 21]"
133833,145259,89816,Rock,Rock,Electronic,20103,21687,14961,21843,23152,16893,"[66, 12, 89, 26, 25]","[64, 66, 12, 88, 25]","[296, 181, 15]"
107388,130683,1075,Rock,Rock,Experimental,16717,19680,290,18754,19741,10,"[101, 12, 109, 25, 31]","[25, 12]","[38, 22]"
42761,138282,113278,Rock,Rock,International,8363,20780,17457,10019,22233,19375,"[58, 12]","[25, 12, 85, 111]",[2]
14736,13596,24698,Rock,Rock,International,3430,3199,5405,4120,3721,6343,[12],[12],"[2, 118, 130]"
113303,112020,119727,Rock,Rock,Experimental,17461,13316,18275,7211,13523,20130,"[25, 12, 109, 361]","[88, 66, 12, 85]","[41, 38]"
107389,75783,78038,Rock,Rock,Experimental,16717,13290,13414,18754,15310,15484,"[101, 12, 109, 25, 31]",[12],"[514, 38]"
777,142563,58117,Rock,Rock,Pop,216,21403,2107,149,22683,803,[12],"[88, 89, 12, 25]",[10]
114402,88959,148429,Rock,Rock,International,17630,14890,22128,19498,15300,23585,"[26, 12]","[66, 12, 89, 314, 25]","[2, 46]"
114411,138211,120769,Rock,Rock,Instrumental,17631,20770,18373,19498,22229,20273,"[26, 12]","[66, 359, 12, 113, 26]","[18, 1235]"
106563,122911,129622,Rock,Rock,Experimental,16604,18601,19531,18269,13428,21361,"[404, 314, 12, 85]","[36, 12, 359]","[32, 38, 47]"
108968,50447,72786,Rock,Rock,Hip-Hop,16915,9545,12921,18948,11374,3593,"[64, 25, 314, 12]","[25, 12]",[21]
95535,87154,48492,Rock,Rock,International,15586,14657,9291,17370,16689,11103,"[25, 66, 12, 111]","[66, 12, 85, 31]","[2, 118]"
86795,79575,7373,Rock,Rock,Experimental,14588,13662,1685,16624,15694,10,[12],"[25, 12, 85, 111]","[38, 22]"
42442,50449,144467,Rock,Rock,Folk,8311,9545,21583,9988,11374,3475,"[98, 12]","[25, 12]","[17, 103]"
132914,10669,92206,Rock,Rock,International,20004,2640,15212,21754,2630,17136,"[26, 12]","[12, 70]","[2, 79]"
86443,137212,98657,Rock,Rock,International,14556,20599,15960,16606,22128,3936,"[25, 12, 109]","[440, 25, 12, 85]","[2, 118]"
108503,4836,19417,Rock,Rock,Pop,16875,1433,4411,17247,1119,5202,"[25, 26, 12, 109]",[12],"[10, 76]"
73486,128710,108529,Rock,Rock,Electronic,13000,19412,16878,14950,21203,18885,"[25, 109, 12, 45]","[88, 12, 85]","[181, 182, 15]"
128448,106956,10381,Rock,Rock,Folk,19381,16654,2547,5911,13017,77,[12],"[167, 12, 31]",[17]
128711,110546,43883,Rock,Rock,Experimental,19412,17119,8611,21203,19091,10234,"[88, 12, 85]","[25, 12, 109]","[32, 38]"
90695,70403,71885,Rock,Rock,Experimental,15028,12512,12738,16994,14410,14642,"[25, 12, 109, 31]","[26, 12]","[38, 47]"
4838,56929,139226,Rock,Rock,Electronic,1433,10515,20927,1119,12354,21394,[12],"[25, 12, 71]",[15]
4785,114410,119583,Rock,Rock,Experimental,1671,17631,18261,823,19498,1911,[12],"[26, 12]","[38, 22]"
85792,114408,126354,Rock,Rock,Pop,14462,17631,19095,13535,19498,20992,"[89, 25, 12, 109]","[26, 12]","[10, 76]"
94419,137425,129396,Rock,Rock,International,15496,20639,19509,17421,22156,21297,"[66, 12]","[25, 66, 12, 111]","[602, 2, 79]"
122082,123278,97960,Rock,Rock,Electronic,18501,18648,15860,13262,18191,17892,"[66, 12, 85]","[12, 45, 31]","[400, 182, 286, 15]"
137213,123834,54153,Rock,Rock,Instrumental,20599,18734,10127,22128,20691,11944,"[440, 25, 12, 85]","[88, 12]","[18, 1235]"
59373,124201,153383,Rock,Rock,Pop,10894,18780,22717,12802,17369,24208,"[25, 12, 85, 404]","[25, 12, 85]","[10, 76]"
131657,59078,135990,Rock,Rock,Electronic,19831,10847,20425,21587,8088,22001,"[25, 12, 85, 111]","[66, 27, 12]","[495, 400, 15, 182, 286]"
145258,87121,26464,Rock,Rock,Folk,21687,14651,5635,23152,16684,6641,"[64, 66, 12, 88, 25]","[27, 12]","[33, 17]"
106877,100799,10444,Rock,Rock,Folk,16637,16134,2583,17370,18153,77,"[25, 66, 12, 111]","[88, 89, 12, 25]",[17]
135373,137719,7377,Rock,Rock,Experimental,20311,20690,1685,21958,1860,10,"[66, 12, 98]","[404, 12, 85]","[38, 22]"
16354,129997,10374,Rock,Rock,Experimental,3756,13316,2545,4495,13523,2491,[12],"[88, 66, 12, 85]","[32, 224, 38]"
96402,143995,32327,Rock,Rock,Pop,15654,21553,6743,17630,22963,7949,"[12, 31]","[25, 66, 12]",[10]
137715,125779,90582,Rock,Rock,Pop,20690,19015,15015,1860,17172,7444,"[404, 12, 85]","[404, 12, 85]","[10, 76]"
127559,66537,107574,Rock,Rock,Folk,19286,11946,16748,21107,10027,18755,"[58, 12]","[404, 27, 12, 85]",[17]
99345,130016,53729,Rock,Rock,Experimental,16048,19591,10039,16689,19198,11887,"[66, 12, 31]","[66, 12, 359]","[1, 250, 38]"
256,62655,11766,Rock,Rock,Hip-Hop,102,11348,2898,81,13279,3089,"[12, 31]","[25, 12, 109]",[21]
113063,106563,43843,Rock,Rock,Folk,17428,16604,8549,17080,18269,10180,"[89, 66, 12, 25]","[404, 314, 12, 85]","[17, 94]"
93956,67661,93520,Rock,Rock,Electronic,15442,12118,15399,17353,14048,17332,"[26, 12, 66]","[113, 66, 26, 12]","[468, 15]"
40903,133772,141164,Rock,Rock,Hip-Hop,8098,20094,7414,7501,19770,8691,[12],"[25, 12]","[100, 21]"
110636,33020,64091,Rock,Rock,Experimental,17127,6843,11564,18163,8088,2490,"[113, 58, 26, 12]","[66, 27, 12]",[38]
114396,88899,130709,Rock,Rock,Hip-Hop,17630,14879,19682,19498,16849,21509,"[26, 12]","[66, 27, 12]","[100, 21]"
8056,95248,26600,Rock,Rock,Experimental,644,15451,5784,651,7491,5994,"[12, 85]","[25, 12, 111]","[186, 38]"
124392,90652,81650,Rock,Rock,Instrumental,18799,14994,13930,20763,16982,7168,"[26, 12, 98]","[12, 45, 53, 89, 25, 31]","[18, 1235]"
126944,3725,107597,Rock,Rock,Folk,19190,930,16750,21046,876,18755,"[25, 66, 12]","[58, 45, 12, 53]",[17]
127339,129046,93921,Rock,Rock,Instrumental,19251,19464,15433,7410,21266,13262,"[26, 12, 36, 98]","[27, 12]","[107, 1235]"
149523,137356,91620,Rock,Rock,Electronic,22299,20629,15164,23676,22152,10397,"[98, 36, 12, 113, 26]","[361, 12, 109, 439, 25, 31]","[240, 297, 15]"
