"('anchor', 'track_id')","('positive', 'track_id')","('negative', 'track_id')","('anchor', 'genre_top')","('positive', 'genre_top')","('negative', 'genre_top')","('anchor', 'album_id')","('positive', 'album_id')","('negative', 'album_id')","('anchor', 'artist_id')","('positive', 'artist_id')","('negative', 'artist_id')","('anchor', 'genres_all')","('positive', 'genres_all')","('negative', 'genres_all')"
114940,38326,40844,International,International,Electronic,17717,7688,8088,18030,9165,9527,"[2, 102, 130]","[81, 2, 92]","[401, 181, 15]"
56030,60548,108036,International,International,Rock,10291,11077,16755,9169,1835,18780,"[2, 79]","[2, 118]","[25, 66, 12, 109]"
27613,853,11198,International,International,Pop,5973,235,2749,6969,162,2879,"[2, 130, 232, 619, 504]",[2],[10]
54433,62195,114238,International,International,Instrumental,10186,11285,17604,11988,13226,19461,"[2, 79]","[81, 2, 92]","[18, 1235]"
38821,59709,1883,International,International,Rock,7757,10962,475,9237,12860,304,"[177, 2]",[2],[12]
99390,62529,114416,International,International,Rock,16056,7685,17631,18025,9160,19498,"[2, 130]","[2, 602, 79]","[26, 12]"
6802,115272,126183,International,International,Instrumental,1852,17754,19064,1729,18008,20971,[2],"[2, 118, 130]","[18, 1235]"
38827,96738,137998,International,International,Rock,7757,15703,20737,9237,3936,22212,"[177, 2]","[2, 118]","[31, 12, 167]"
117668,43590,125377,International,International,Pop,18062,8553,18959,19892,10188,6337,"[2, 602, 79]","[130, 2, 524, 741]","[10, 76]"
44823,59660,52639,International,International,Electronic,8701,10954,9869,10360,6345,11679,"[2, 524, 118, 130]","[2, 130]","[181, 15]"
55242,62187,22475,International,International,Pop,10291,11285,4951,9169,13218,129,"[2, 79]","[81, 2, 92]","[10, 76]"
1685,98667,127037,International,International,Instrumental,429,15964,19203,1259,1836,21060,[2],"[2, 118, 102]","[107, 1235]"
60874,60146,69223,International,International,Electronic,11137,11030,12332,10174,12911,14217,"[130, 2, 741]","[2, 118]","[468, 15]"
20432,82629,147267,International,International,Hip-Hop,4604,14019,21966,5436,16045,22006,"[2, 171]","[2, 79]",[21]
56471,80697,106522,International,International,Experimental,10437,13817,16598,4799,6345,18278,"[2, 172]","[2, 118]",[38]
43590,62191,142093,International,International,Hip-Hop,8553,11285,18166,10188,13222,19803,"[130, 2, 524, 741]","[81, 2, 92]",[21]
60143,129924,114544,International,International,Electronic,11030,19578,17649,12911,21423,6550,"[2, 118]","[504, 2, 46]","[495, 286, 182, 15]"
62193,25215,123937,International,International,Electronic,11285,5518,18748,13223,1838,20706,"[81, 2, 92]",[2],"[183, 468, 15]"
60864,142570,82921,International,International,Instrumental,11136,21404,14061,11103,22684,13830,"[2, 118]","[2, 79]","[18, 1235]"
121915,44952,108489,International,International,Hip-Hop,18489,8728,16872,20367,10385,18877,"[2, 79]","[808, 2, 46]","[539, 21]"
98302,91960,121659,International,International,Instrumental,15905,15212,18457,12974,17136,11939,"[130, 2, 524]","[2, 79]","[107, 18, 1235]"
19674,134952,145554,International,International,Folk,4474,20262,21746,855,19607,23195,"[2, 171, 92]","[1032, 2, 102]","[17, 103]"
41019,60534,53862,International,International,Electronic,8122,11075,10062,9628,12974,11579,"[2, 602, 79]","[130, 2, 524]","[296, 15]"
129922,23155,39607,International,International,Electronic,19578,5075,7879,21423,6060,9403,"[504, 2, 46]","[2, 130]","[182, 15]"
707,705,24423,International,International,Hip-Hop,199,199,5347,140,140,6274,"[2, 46]","[2, 46]",[21]
56467,135225,143216,International,International,Rock,10437,20300,21489,4799,21947,22790,"[2, 172]","[1032, 2, 102]","[66, 12, 98]"
59719,56694,96401,International,International,Rock,10964,10471,15654,6344,12294,17630,[2],"[2, 79]","[12, 31]"
4100,150078,69763,International,International,Folk,1678,22380,12385,1140,14155,10469,"[2, 117, 118, 130]","[2, 79]",[17]
64592,6387,81033,International,International,Folk,11646,1983,13855,13489,1835,15255,"[808, 2, 46]","[2, 118]","[17, 94]"
62533,108864,129043,International,International,Instrumental,7685,16898,19466,9160,3936,19461,"[2, 602, 79]","[2, 118]","[18, 1235]"
42023,24362,114051,International,International,Hip-Hop,8263,5338,17582,9938,6251,19459,"[2, 79]","[2, 46]",[21]
43520,33424,140872,International,International,Folk,8534,6973,21188,10174,8255,22523,"[130, 2, 741]","[2, 46]","[17, 103]"
6390,129927,75374,International,International,Hip-Hop,1982,19578,13247,1834,21423,12271,"[2, 118, 130]","[504, 2, 46]",[21]
56690,152254,10458,International,International,Folk,10471,22620,2584,12294,23946,2492,"[2, 79]","[2, 79]",[17]
91185,6367,123641,International,International,Hip-Hop,15103,1981,18705,17040,1259,3593,"[177, 2]","[2, 92]",[21]
19459,6331,127663,International,International,Instrumental,4419,1982,19290,5214,1834,19461,"[2, 46]","[2, 118, 130]","[18, 1235]"
80758,131953,107126,International,International,Electronic,13825,19875,16686,10188,6345,18732,"[130, 2, 524, 741]","[2, 118]","[468, 286, 15]"
59695,121926,45518,International,International,Folk,10958,18489,8848,12856,20367,10469,[2],"[2, 79]",[17]
107955,141593,5,International,International,Hip-Hop,16799,21284,1,18810,5798,1,"[504, 2]","[2, 79]",[21]
113278,135227,114200,International,International,Rock,17457,20300,17599,19375,21947,19470,[2],"[1032, 2, 102]","[12, 31]"
24742,11675,143058,International,International,Electronic,5413,2870,21463,6350,2795,22774,"[2, 118]","[2, 46]","[184, 42, 236, 15]"
33067,4508,50754,International,International,Rock,6855,2042,9588,8100,1423,11418,"[2, 46, 502]","[2, 77]","[12, 31]"
11677,142535,122088,International,International,Rock,2870,21400,18501,2795,22680,13262,"[2, 46]","[504, 2]","[66, 12, 85]"
59727,29351,85599,International,International,Pop,10964,6274,14436,6344,7326,3222,[2],"[2, 46]","[10, 362]"
131936,43585,127559,International,International,Rock,19872,8553,19286,21619,10188,21107,"[2, 118, 102]","[130, 2, 524, 741]","[58, 12]"
25609,56689,64365,International,International,Pop,5563,10471,11595,6543,12294,13451,"[2, 79]","[2, 79]",[10]
98657,64592,115475,International,International,Instrumental,15960,11646,17763,3936,13489,19461,"[2, 118]","[808, 2, 46]","[18, 1235]"
56471,107189,125819,International,International,Instrumental,10437,16695,19029,4799,18736,19461,"[2, 172]","[2, 79]","[18, 1235]"
59682,62592,104062,International,International,Rock,10956,7688,16332,12853,9165,18387,[2],"[81, 2, 92]","[12, 70]"
98346,55235,68579,International,International,Experimental,15914,10291,12256,17938,9169,14137,"[2, 118]","[2, 79]","[38, 30]"
44950,17606,144171,International,International,Hip-Hop,8728,3981,21557,10385,4799,14543,"[808, 2, 46]","[2, 172]","[539, 100, 21]"
107954,134962,69793,International,International,Experimental,16799,20264,12400,18810,19607,14307,"[504, 2]","[1032, 2, 102]","[41, 38]"
129405,150073,22296,International,International,Hip-Hop,19510,22380,4920,21299,14155,661,"[602, 2, 79]","[2, 79]",[21]
134936,43019,42146,International,International,Experimental,20263,8426,8267,19607,10060,9957,"[1032, 2, 102]","[2, 172]","[514, 38]"
43590,43518,68821,International,International,Rock,8553,8534,12282,10188,10174,14164,"[130, 2, 524, 741]","[130, 2, 741]","[25, 12, 109, 361]"
55237,55833,136324,International,International,Electronic,10291,10344,20474,9169,12201,22007,"[2, 79]","[2, 46]","[400, 182, 15]"
43519,18031,57180,International,International,Pop,8534,4127,10536,10174,4965,10406,"[130, 2, 741]","[2, 46]","[10, 76]"
4079,4077,85838,International,International,Electronic,2216,2216,14467,1134,1134,11574,"[2, 46]","[2, 46]","[400, 42, 182, 15]"
13538,54570,112584,International,International,Experimental,3192,10207,17369,3683,12005,19258,"[2, 92, 214]","[2, 46]","[38, 6, 1193, 16, 763]"
4076,57665,10485,International,International,Folk,2216,10585,2587,1134,12499,77,"[2, 46]","[2, 92]",[17]
52128,113275,127661,International,International,Instrumental,9796,17457,19290,11630,19373,19461,"[2, 46]",[2],"[18, 1235]"
107257,107952,141902,International,International,Pop,16703,16799,21306,18747,18810,22090,"[2, 741, 130]","[504, 2]","[10, 76]"
38321,38822,75788,International,International,Rock,7685,7757,13290,9160,9237,15310,"[2, 602, 79]","[177, 2]",[12]
38822,14318,114201,International,International,Rock,7757,3335,17599,9237,3936,19470,"[177, 2]","[2, 118]","[12, 31]"
142568,141592,126589,International,International,Instrumental,21404,21284,19131,22684,5798,21020,"[2, 79]","[2, 79]","[267, 1235]"
107251,80693,92549,International,International,Electronic,16703,13817,15313,18747,6345,14208,"[2, 741, 130]","[2, 118]","[296, 182, 15]"
135219,80774,118972,International,International,Experimental,20300,13827,18212,21947,15839,19268,"[1032, 2, 102]","[2, 130, 102, 1032, 524]","[32, 38]"
1680,54468,7373,International,International,Experimental,429,10191,1685,1259,11989,10,[2],"[2, 79]","[38, 22]"
98349,4100,139992,International,International,Electronic,15914,1678,21068,17938,1140,21345,"[2, 118]","[2, 117, 118, 130]","[337, 182, 15]"
27981,54436,127916,International,International,Folk,6046,10186,19325,7059,11985,21125,"[2, 172]","[2, 79]","[17, 103]"
91177,4095,140344,International,International,Electronic,15103,1678,21112,17040,1140,22467,"[177, 2]","[2, 117, 118, 130]","[236, 15]"
33426,80693,87967,International,International,Folk,6973,13817,14793,8257,6345,16824,"[2, 46]","[2, 118]",[17]
59718,114941,70206,International,International,Hip-Hop,10963,17717,12474,3936,18030,14363,"[2, 118]","[2, 102, 130]","[539, 21]"
666,113259,29255,International,International,Pop,189,17457,6266,135,19357,7290,"[2, 79]",[2],"[10, 76]"
27978,54580,64253,International,International,Experimental,6046,10207,11583,7059,12012,13445,"[2, 172]","[2, 46]","[1, 38]"
17637,98655,87361,International,International,Rock,3919,15960,14704,4804,3936,4202,"[2, 92, 86]","[2, 118]","[98, 26, 12, 113, 89, 58, 25]"
52122,43592,122247,International,International,Experimental,9796,8554,18212,11630,6564,19268,"[2, 46]","[130, 2, 524]","[32, 38]"
43768,107185,21167,International,International,Electronic,8584,16695,4704,411,18739,5552,"[2, 118]","[2, 79]","[296, 181, 182, 15]"
96168,54465,28571,International,International,Experimental,15640,10191,6149,17597,11989,3171,"[2, 102]","[2, 79]","[250, 38]"
134948,6363,27856,International,International,Folk,20262,1984,225,19607,1836,153,"[1032, 2, 102]","[2, 118, 102]","[17, 33]"
59658,73774,147269,International,International,Hip-Hop,10953,13057,21966,12839,8018,22006,"[2, 118]","[130, 2]",[21]
38820,54468,36380,International,International,Electronic,7757,10191,7428,9237,11989,6890,"[177, 2]","[2, 79]","[491, 468, 15]"
113280,11673,51157,International,International,Experimental,17457,2870,9648,19377,2795,11461,[2],"[2, 46]","[224, 38]"
36277,101119,127519,International,International,Instrumental,7411,16155,19282,8688,18167,19472,"[2, 118]","[46, 2, 502, 79]",[1235]
131935,59656,11242,International,International,Experimental,19872,10953,2760,21619,12839,2240,"[2, 118, 102]","[2, 118]","[32, 1, 38]"
110450,27610,149140,International,International,Instrumental,17111,5973,19180,19071,6969,19461,"[2, 79]","[2, 130, 232, 619, 504]","[18, 1235]"
73772,129925,96675,International,International,Hip-Hop,13057,19578,15692,13732,21423,17695,"[130, 2]","[504, 2, 46]",[21]
52129,115268,56518,International,International,Folk,9796,17752,10442,11630,13021,12272,"[2, 46]","[2, 118, 130]","[17, 103]"
24746,150078,69208,International,International,Electronic,5414,22380,12330,6564,14155,14215,"[130, 2, 524]","[2, 79]","[296, 400, 182, 15]"
44947,56030,80003,International,International,Folk,8728,10291,13717,10385,9169,15763,"[808, 2, 46]","[2, 79]","[17, 103]"
54480,56465,24217,International,International,Experimental,10192,10437,5320,11992,4799,6234,"[2, 79]","[2, 172]","[514, 38]"
704,48489,92878,International,International,Experimental,199,9291,15336,140,11103,14774,"[2, 46]","[2, 118]","[224, 1, 38]"
142534,80686,105145,International,International,Rock,21400,13816,16446,22680,3936,16670,"[504, 2]","[2, 118]","[12, 70, 31]"
62184,135225,30198,International,International,Experimental,11285,20300,6145,13215,21947,2008,"[81, 2, 92]","[1032, 2, 102]","[32, 38]"
4507,24701,73521,International,International,Rock,2042,5405,13012,1423,6343,14958,"[2, 77]","[2, 118, 130]","[25, 12, 109]"
27613,107954,126747,International,International,Folk,5973,16799,19156,6969,18810,9765,"[2, 130, 232, 619, 504]","[504, 2]","[17, 103]"
82629,62184,122510,International,International,Instrumental,14019,11285,18539,16045,13215,19472,"[2, 79]","[81, 2, 92]",[1235]
38825,53727,138318,International,International,Rock,7757,7686,20786,9237,9162,22240,"[177, 2]","[2, 524, 117, 130]","[88, 25, 12, 111]"
80687,43767,65779,International,International,Electronic,13816,8584,11833,3936,411,13720,"[2, 118]","[2, 118]","[468, 15]"
706,107189,114037,International,International,Hip-Hop,199,16695,17582,140,18736,19459,"[2, 46]","[2, 79]",[21]
29351,73765,80001,International,International,Folk,6274,13057,13717,7326,14984,15763,"[2, 46]","[130, 2]","[17, 103]"
76071,142536,9918,International,International,Experimental,13312,21400,2457,15393,22680,1232,"[2, 130]","[504, 2]","[38, 32, 22]"
134929,17611,73363,International,International,Electronic,20263,3981,12984,19607,4799,8538,"[1032, 2, 102]","[2, 172]","[42, 495, 15]"
43173,134940,117631,International,International,Folk,8462,20263,18057,389,19607,19890,"[2, 86]","[1032, 2, 102]","[17, 103]"
107953,51004,126608,International,International,Experimental,16799,9620,19133,18810,11431,16066,"[504, 2]",[2],"[224, 38]"
59710,62594,108460,International,International,Pop,10962,7688,16866,12860,9165,18873,[2],"[81, 2, 92]",[10]
132140,55236,26025,International,International,Hip-Hop,19903,10291,4918,11103,9169,4454,"[2, 118]","[2, 79]",[21]
60871,38352,52638,International,International,Electronic,11137,7691,9869,10174,9169,11679,"[130, 2, 741]","[2, 79]","[181, 15]"
62594,27197,19415,International,International,Pop,7688,5873,4411,9165,6891,5202,"[81, 2, 92]","[81, 2, 92]","[10, 76]"
43598,129396,50449,International,International,Rock,8555,19509,9545,10188,21297,11374,"[130, 2, 524, 741]","[602, 2, 79]","[25, 12]"
25030,131936,86725,International,International,Experimental,5476,19872,14607,6416,21619,11364,"[130, 2, 524]","[2, 118, 102]","[514, 38]"
48489,80694,85490,International,International,Folk,9291,13817,14422,11103,6345,9765,"[2, 118]","[2, 118]","[17, 103]"
18043,59660,143237,International,International,Pop,4131,10954,21306,2968,6345,22090,"[2, 118]","[2, 130]","[10, 76]"
4507,148429,42138,International,International,Experimental,2042,22128,8267,1423,23585,9957,"[2, 77]","[2, 46]","[514, 38]"
55241,80696,109349,International,International,Rock,10291,13817,16969,9169,6345,17080,"[2, 79]","[2, 118]","[89, 66, 12, 25]"
43695,113276,121869,International,International,Rock,8574,17457,18484,10183,19336,20359,"[2, 118, 102, 130]",[2],"[25, 12, 85, 111]"
29355,60533,149714,International,International,Instrumental,6274,11075,22333,7330,12974,22430,"[2, 46]","[130, 2, 524]","[107, 18, 1235]"
135225,708,137605,International,International,Rock,20300,199,20668,21947,140,21084,"[1032, 2, 102]","[2, 46]","[88, 89, 12, 25]"
6380,43026,13670,International,International,Hip-Hop,1984,8426,3221,1836,10060,3739,"[2, 118, 102]","[2, 172]",[21]
52119,14603,111226,International,International,Instrumental,9796,3376,17195,11630,4053,15547,"[2, 46]","[2, 92, 214]","[107, 18, 1235]"
11677,142570,35296,International,International,Electronic,2870,21404,7267,2795,22684,2133,"[2, 46]","[2, 79]","[468, 15]"
65076,107952,67640,International,International,Electronic,11742,16799,12116,9939,18810,14047,"[2, 79]","[504, 2]","[468, 15]"
17607,60871,95486,International,International,Pop,3981,11137,15577,4799,10174,8536,"[2, 172]","[130, 2, 741]","[362, 10]"
43026,25233,85599,International,International,Pop,8426,5520,14436,10060,6494,3222,"[2, 172]","[130, 2]","[10, 362]"
113269,19674,131904,International,International,Folk,17457,4474,19867,19367,855,21616,[2],"[2, 171, 92]",[17]
60865,44949,147295,International,International,Folk,11136,8728,21973,11103,10385,22050,"[2, 118]","[808, 2, 46]","[17, 180, 103]"
43519,56694,145710,International,International,Pop,8534,10471,21772,10174,12294,23102,"[130, 2, 741]","[2, 79]",[10]
59663,11673,133545,International,International,Instrumental,10954,2870,20069,6345,2795,21616,"[2, 130]","[2, 46]","[107, 18, 1235]"
43586,99368,109548,International,International,Experimental,8553,16053,16947,10188,18023,10071,"[130, 2, 524, 741]","[2, 118]","[1, 38, 41]"
54580,129882,19187,International,International,Rock,10207,19574,4342,12012,21420,1263,"[2, 46]","[2, 79]","[440, 12]"
42031,43592,111182,International,International,Folk,8263,8554,17191,9946,6564,19120,"[2, 79]","[130, 2, 524]","[17, 103, 33]"
60777,54570,127623,International,International,Pop,11118,10207,19288,13023,12005,9061,"[130, 2]","[2, 46]","[10, 76]"
1685,18037,133438,International,International,Instrumental,429,4129,20056,1259,4967,21803,[2],"[2, 92]","[18, 1235]"
115267,129397,108299,International,International,Folk,17752,19509,16843,13021,21297,18841,"[2, 118, 130]","[602, 2, 79]",[17]
132139,98026,91315,International,International,Hip-Hop,19903,15873,15119,11103,17898,17014,"[2, 118]","[2, 118]",[21]
96169,127870,143106,International,International,Rock,15640,19314,21471,17597,21105,22780,"[2, 102]","[2, 77]","[12, 85]"
14602,142573,113024,International,International,Pop,3376,21404,17420,4053,22684,5673,"[2, 92, 214]","[2, 79]","[10, 76]"
107186,99374,131984,International,International,Instrumental,16695,16053,19880,18736,18023,21628,"[2, 79]","[2, 118]","[107, 1235]"
62185,53725,26008,International,International,Hip-Hop,11285,7686,4918,13216,9162,4454,"[81, 2, 92]","[2, 524, 117, 130]",[21]
129401,127869,129372,International,International,Pop,19510,19314,19501,21299,21105,21291,"[602, 2, 79]","[2, 77]",[10]
98301,59710,73519,International,International,Rock,15905,10962,13012,12974,12860,14958,"[130, 2, 524]",[2],"[25, 12, 109]"
136994,25605,107047,International,International,Pop,20570,5563,16675,359,6543,18725,"[46, 2, 502]","[2, 79]",[10]
121929,25227,67359,International,International,Pop,18489,5520,12066,20367,6494,13986,"[2, 79]","[130, 2]","[10, 76]"
131934,4095,126602,International,International,Experimental,19872,1678,19133,21619,1140,16066,"[2, 118, 102]","[2, 117, 118, 130]","[224, 38]"
60048,135220,135363,International,International,Rock,7824,20300,20311,9348,21947,21958,"[2, 92, 214]","[1032, 2, 102]","[66, 12, 98]"
33069,24717,72476,International,International,Pop,6855,5410,12887,8100,6348,9018,"[2, 46, 502]","[2, 118, 130]",[10]
19674,36275,127182,International,International,Pop,4474,7411,19225,855,8688,15469,"[2, 171, 92]","[2, 118]",[10]
96743,113699,140260,International,International,Electronic,15703,17524,21095,3936,19427,22431,"[2, 118]","[2, 1060, 46]","[400, 495, 182, 15]"
113697,56686,94468,International,International,Hip-Hop,17524,10471,15500,19427,12294,3593,"[2, 1060, 46]","[2, 79]",[21]
80774,53158,14735,International,International,Rock,13827,9954,3430,15839,6543,4120,"[2, 130, 102, 1032, 524]","[2, 79]",[12]
96168,43025,36659,International,International,Electronic,15640,8426,7466,17597,10060,8760,"[2, 102]","[2, 172]","[42, 15]"
115263,38824,100976,International,International,Electronic,17752,7757,16144,13021,9237,14048,"[2, 118, 130]","[177, 2]","[468, 15]"
24748,59679,35545,International,International,Pop,5414,10956,7320,6564,12853,3222,"[130, 2, 524]",[2],"[10, 362]"
98348,44823,139994,International,International,Electronic,15914,8701,21068,17938,10360,21345,"[2, 118]","[2, 524, 118, 130]","[337, 182, 15]"
129397,133838,11918,International,International,Hip-Hop,19509,20104,2905,21297,21844,3070,"[602, 2, 79]","[2, 86]",[21]
29355,150073,128699,International,International,Rock,6274,22380,19407,7330,14155,21046,"[2, 46]","[2, 79]","[12, 85]"
54475,132140,99436,International,International,Rock,10192,19903,16060,11992,11103,17172,"[2, 79]","[2, 118]","[404, 12, 85]"
24842,64592,12376,International,International,Pop,5442,11646,2989,1162,13489,3318,"[2, 1060, 46]","[808, 2, 46]",[10]
98680,64408,116874,International,International,Folk,15968,11607,17975,6345,13454,19841,"[2, 118]","[2, 79]","[17, 103]"
59667,43699,44354,International,International,Experimental,10954,8574,8672,6345,10183,10312,"[2, 130]","[2, 118, 102, 130]","[1, 38, 41]"
134918,4232,118327,International,International,Rock,20262,760,18136,19607,1259,20023,"[1032, 2, 102]","[2, 92, 102]","[45, 12, 53, 31]"
705,56691,85816,International,International,Rock,199,10471,14465,140,12294,16512,"[2, 46]","[2, 79]","[64, 25, 12, 85]"
121926,125313,9846,International,International,Experimental,18489,18951,2423,20367,639,2308,"[2, 79]",[2],"[32, 1, 38]"
107249,133836,53228,International,International,Pop,16703,20104,9963,18747,21844,11811,"[2, 741, 130]","[2, 86]","[10, 76]"
98656,59725,64788,International,International,Pop,15960,10964,11686,3936,6344,12725,"[2, 118]",[2],"[10, 76]"
92206,4072,70005,International,International,Experimental,15212,2216,12448,17136,1134,14349,"[2, 79]","[2, 46]","[250, 38]"
99395,55832,10442,International,International,Folk,16056,10344,2583,18025,12201,77,"[2, 130]","[2, 46]",[17]
14603,50283,138351,International,International,Rock,3376,9518,20791,4053,11353,16586,"[2, 92, 214]","[2, 79]","[25, 12, 109]"
11677,23156,120177,International,International,Folk,2870,5075,18323,2795,6060,20203,"[2, 46]","[2, 130]",[17]
55236,43600,111911,International,International,Rock,10291,8555,17277,9169,10188,19198,"[2, 79]","[130, 2, 524, 741]","[66, 12, 359]"
4101,134933,70174,International,International,Experimental,1678,20263,12468,1140,19607,5144,"[2, 117, 118, 130]","[1032, 2, 102]","[1, 38]"
129397,43695,48450,International,International,Pop,19509,8574,9279,21297,10183,7337,"[602, 2, 79]","[2, 118, 102, 130]","[362, 10]"
98302,53728,58117,International,International,Pop,15905,7686,2107,12974,9162,803,"[130, 2, 524]","[2, 524, 117, 130]",[10]
127865,121926,128470,International,International,Instrumental,19314,18489,19384,21105,20367,19461,"[2, 77]","[2, 79]","[18, 1235]"
4101,60144,72206,International,International,Electronic,1678,11030,12820,1140,12911,9576,"[2, 117, 118, 130]","[2, 118]","[296, 695, 15]"
134952,134943,130650,International,International,Hip-Hop,20262,20262,19674,19607,19607,18872,"[1032, 2, 102]","[1032, 2, 102]",[21]
99395,73763,15469,International,International,Experimental,16056,13057,3548,18025,14373,4271,"[2, 130]","[130, 2]","[38, 22]"
33415,18032,10384,International,International,Folk,6973,4127,2547,8247,4965,77,"[2, 46]","[2, 46]",[17]
148429,113280,114533,International,International,Instrumental,22128,17457,17647,23585,19377,19461,"[2, 46]",[2],"[18, 1235]"
107954,99364,98204,International,International,Electronic,16799,16051,15887,18810,18022,17907,"[504, 2]","[2, 118]","[296, 181, 15]"
25032,43026,105915,International,International,Folk,5476,8426,16539,6416,10060,18592,"[130, 2, 524]","[2, 172]","[17, 103]"
80751,4073,21085,International,International,Electronic,13824,2216,4695,11103,1134,5520,"[2, 118]","[2, 46]","[297, 15]"
6387,56687,125189,International,International,Folk,1983,10471,18930,1835,12294,9765,"[2, 118]","[2, 79]","[17, 103]"
96169,18033,125188,International,International,Folk,15640,4127,18930,17597,4965,9765,"[2, 102]","[2, 46]","[17, 103]"
134947,115269,28571,International,International,Experimental,20262,17752,6149,19607,13021,3171,"[1032, 2, 102]","[2, 118, 130]","[250, 38]"
127357,56696,89846,International,International,Hip-Hop,19254,10471,14962,21089,12294,16894,"[602, 2, 79]","[2, 79]","[539, 21]"
59688,24702,142948,International,International,Rock,10957,5405,21444,12855,6343,22765,"[232, 2, 118]","[2, 118, 130]","[25, 12, 85, 111]"
107956,27194,101864,International,International,Experimental,16799,5873,16189,18810,6891,17238,"[504, 2]","[81, 2, 92]","[32, 41, 514, 38]"
60048,4103,64789,International,International,Pop,7824,1678,11687,9348,1140,12725,"[2, 92, 214]","[2, 117, 118, 130]","[10, 76]"
38785,131939,43860,International,International,Hip-Hop,7753,19874,8608,9237,21620,3738,"[177, 2]","[2, 118, 102]","[811, 21]"
55831,29351,29245,International,International,Pop,10344,6274,6266,12201,7326,7290,"[2, 46]","[2, 46]","[10, 76]"
117669,108865,108341,International,International,Electronic,18062,16898,16855,19892,3936,18846,"[2, 602, 79]","[2, 118]","[240, 297, 15]"
117668,6370,138067,International,International,Pop,18062,1983,20749,19892,1835,22223,"[2, 602, 79]","[2, 118]",[10]
60872,142564,131795,International,International,Instrumental,11137,21404,19855,10174,22684,19685,"[130, 2, 741]","[2, 79]","[267, 1235]"
33071,73771,31999,International,International,Rock,6855,13057,6690,8100,14998,7920,"[2, 46, 502]","[130, 2]","[66, 12]"
14602,3895,131326,International,International,Instrumental,3376,907,19779,4053,1023,19461,"[2, 92, 214]","[2, 118]","[18, 1235]"
148070,80693,97692,International,International,Hip-Hop,22077,13817,15824,23531,6345,12207,"[2, 79]","[2, 118]","[539, 100, 21]"
53725,91177,38955,International,International,Pop,7686,15103,7767,9162,17040,9288,"[2, 524, 117, 130]","[177, 2]",[10]
43695,148429,113305,International,International,Rock,8574,22128,17461,10183,23585,7211,"[2, 118, 102, 130]","[2, 46]","[25, 12, 109, 361]"
55833,76074,96693,International,International,Folk,10344,13312,15695,12201,15393,17697,"[2, 46]","[2, 130]","[17, 103, 49]"
43016,4507,55124,International,International,Hip-Hop,8426,2042,10278,10060,1423,12085,"[2, 172]","[2, 77]","[811, 21]"
73763,53302,133974,International,International,Instrumental,13057,9977,20124,14373,5798,21858,"[130, 2]","[2, 79]","[18, 1235]"
24745,1082,91623,International,International,Electronic,5414,235,15164,6564,199,10397,"[130, 2, 524]",[2],"[240, 297, 15]"
152258,107957,145556,International,International,Folk,22620,16799,21746,23946,18810,23195,"[2, 79]","[504, 2]","[17, 103]"
101119,113279,64896,International,International,Experimental,16155,17457,11709,18167,19376,13524,"[46, 2, 502, 79]",[2],"[38, 30, 456]"
73766,56692,133443,International,International,Instrumental,13057,10471,20057,14995,12294,21803,"[130, 2]","[2, 79]","[18, 1235]"
43585,142538,63908,International,International,Hip-Hop,8553,21400,11538,10188,22680,3139,"[130, 2, 524, 741]","[504, 2]",[21]
12692,6330,133562,International,International,Instrumental,3054,1981,20069,3420,1259,21616,"[2, 79]","[2, 92]","[107, 18, 1235]"
115272,129886,126786,International,International,Folk,17754,19574,19167,18008,21420,21035,"[2, 118, 130]","[2, 79]",[17]
43518,4078,121662,International,International,Instrumental,8534,2216,18457,10174,1134,11939,"[130, 2, 741]","[2, 46]","[107, 18, 1235]"
134940,127867,67332,International,International,Pop,20263,19314,12062,19607,21105,13985,"[1032, 2, 102]","[2, 77]","[10, 76]"
98339,108866,15543,International,International,Experimental,15912,16898,3571,11103,3936,129,"[2, 118]","[2, 118]","[38, 22]"
150078,43699,131454,International,International,Pop,22380,8574,19796,14155,10183,21568,"[2, 79]","[2, 118, 102, 130]",[10]
114884,82629,108339,International,International,Electronic,17711,14019,16855,6345,16045,18846,"[2, 118]","[2, 79]","[240, 297, 15]"
6802,113269,126431,International,International,Pop,1852,17457,19109,1729,19367,20999,[2],[2],[10]
60756,56470,13710,International,International,Electronic,11115,10437,3224,13021,4799,3766,"[2, 118, 130]","[2, 172]","[297, 15]"
25601,43535,44802,International,International,Experimental,5563,8539,8698,6546,10183,10357,"[2, 79]","[2, 130, 102, 524, 118]","[360, 38, 6]"
82631,59657,72604,International,International,Electronic,14019,10953,12903,16045,12839,8539,"[2, 79]","[2, 118]","[42, 495, 236, 15]"
24369,44823,143221,International,International,Rock,5338,8701,21489,6251,10360,22790,"[2, 46]","[2, 524, 118, 130]","[66, 12, 98]"
129927,43173,7011,International,International,Electronic,19578,8462,2060,21423,389,1907,"[504, 2, 46]","[2, 86]",[15]
6366,91187,120203,International,International,Pop,1986,15103,18324,1837,17040,2011,"[2, 102]","[177, 2]","[10, 76]"
117669,53726,148587,International,International,Pop,18062,7686,22154,19892,9162,23601,"[2, 602, 79]","[2, 524, 117, 130]",[10]
56689,1680,35541,International,International,Rock,10471,429,7319,12294,1259,5911,"[2, 79]",[2],[12]
59656,134938,110267,International,International,Hip-Hop,10953,20263,17087,12839,19607,19057,"[2, 118]","[1032, 2, 102]","[539, 21]"
